 name, category,description, lat,lng
 Бов, village,,43.03278,23.37750
 Гара Бов, village,,43.02194,23.35500
 Богатино, village,,41.62556,25.18833
 Богатово, village,,43.02972,25.15750
 Богдан, village,,42.64222,24.63750
 Богданица, village,,42.10444,25.02556
 Богданлия, village,,42.61472,23.68611
 Богданов дол, village,,42.61472,22.96889
 Богданово, village,,42.23194,27.26028
 Богданово, village,,42.39167,25.99722
 Богданско, village,,42.96389,26.02806
 Богданци, village,,43.61028,26.81389
 Богданци, village,,43.97611,26.78667
 Богданчовци, village,,42.83944,25.36306
 Боголин, village,,41.53944,23.95583
 Богомил, village,,41.98889,26.02556
 Богомилово, village,,42.38639,25.55806
 Богомилци, village,,43.49444,26.73278
 Богомолско, village,,43.04417,26.11167
 Богорово, village,,44.02139,27.36611
 Богорово, village,,42.45278,26.85583
 Богородица, village,,41.51083,23.18972
 Богутево, village,,41.76139,24.71500
 Богьовци, village,,42.87806,23.13417
 Боденец, village,,43.15917,23.69722
 Бодрово, village,,42.02389,25.32361
 Боево, village,,41.51861,24.84139
 Боерица, village,,42.45722,23.71972
 Божак, village,,41.70250,25.28611
 Божан, village,,43.75972,27.45639
 Бождово, village,,41.60083,23.36000
 Божевци, village,,42.86500,26.13306
 Боженица, village,,43.00972,23.81778
 Боженци, village,,42.87389,25.42472
 Божичен, village,,43.71778,25.95556
 Божурица, village,,43.51028,24.59667
 Божурка, village,,43.18333,26.44639
 Божурлук, village,,43.53556,25.18194
 Божурово, village,,43.88417,26.43694
 Божурово, village,,42.99472,26.60722
 Божурци, village,,41.74833,25.32833
 Бозаджии, village,,42.47917,26.32778
 Бозвелийско, village,,43.10389,27.47528
 Боздуганово, village,,42.33861,25.76389
 Бозьова, village,,41.93750,23.77000
 Боил, village,,43.80472,26.95500
 Бойковец, village,,42.83222,23.91917
 Бойковци, village,,42.90444,26.09667
 Бойково, village,,42.00167,24.61944
 Бойник, village,,41.60389,25.59306
 Бойно, village,,41.60056,25.27639
 Бойновци, village,,42.85444,25.21750
 Бойчеви колиби, village,,42.94972,25.58333
 Бойчета, village,,42.79694,25.34889
 Бойчовци, village,,42.85056,25.63222
 Бокиловци, village,,43.27639,23.19694
 Болтата, village,,42.89972,25.39833
 Болярино, village,,42.23667,25.04722
 Болярски извор, village,,41.80694,25.81667
 Болярско, village,,42.43083,26.35472
 Болярци, village,,42.06500,24.95417
 Болярци, village,,41.70250,25.45556
 Бонево, village,,43.72944,27.38083
 Бор, village,,41.83528,25.04750
 Борец, village,,42.34694,24.93333
 Борие, village,,41.50167,24.87278
 Борика, village,,41.56528,24.92083
 Борика, village,,42.48611,23.66250
 Борики, village,,42.87500,25.36417
 Бориково, village,,41.49250,24.61389
 Борилово, village,,42.48333,25.55222
 Борима, village,,42.97444,24.58194
 Боримечково, village,,42.40167,24.12472
 Борино, village,,41.68444,24.29222
 Бориново, village,,41.48389,24.94389
 Боринци, village,,42.93472,26.21222
 Борислав, village,,43.32000,24.96500
 Бориславци, village,,41.66056,25.92500
 Борисово, village,,43.93111,26.23417
 Борисово, village,,42.29361,26.72972
 Борнарево, village,,42.53639,22.93306
 Боров дол, village,,42.73250,26.08250
 Борован, village,,43.42639,23.75333
 Боровец, village,,42.10583,23.01806
 Боровина, village,,41.58472,24.92472
 Боровица, village,,41.65917,25.21889
 Боровичене, village,,41.41750,23.00889
 Борово, village,,41.59333,23.73417
 Борово, village,,41.84611,24.87444
 Борово, village,,42.25250,25.57111
 Боровско, village,,41.73306,25.23250
 Боровци, village,,43.32278,23.17583
 Борското, village,,42.89694,25.16889
 Борущица, village,,42.72444,25.58222
 Борци, village,,43.54028,26.88778
 Боряна, village,,43.05250,27.27806
 Босевци, village,,42.97333,25.95806
 Босилица, village,,41.74972,25.23333
 Босилково, village,,42.82111,27.00583
 Босилково, village,,41.69778,24.95056
 Босилковци, village,,43.47833,25.59056
 Босна, village,,43.96306,26.97028
 Боснек, village,,42.49472,23.17889
 Бостанци, village,,41.75778,25.37972
 Бостина, village,,41.60861,24.75778
 Ботево, village,,43.83778,22.85944
 Ботево, village,,43.58139,23.74667
 Ботево, village,,43.74806,23.46389
 Ботево, village,,42.35694,26.36194
 Ботров, village,,43.51361,25.71417
 Ботуня, village,,43.28722,23.35944
 Ботурче, village,,41.38306,25.94722
 Бохот, village,,43.31861,24.69444
 Бочковци, village,,42.83694,25.67583
 Бошуля, village,,42.24444,24.18833
 Бояджик, village,,42.39528,26.30167
 Боян, village,,43.48111,26.83944
 Боян Ботево, village,,41.83583,25.30083
 Бояново, village,,42.25750,26.62750
 Бояновци, village,,42.92889,25.64694
 Боянци, village,,42.04000,24.94472
 Брадвари, village,,43.92806,27.12667
 Бракница, village,,43.23472,26.12556
 Бракьовци, village,,43.06083,23.15944
 Браниполе, village,,42.07806,24.75472
 Браница, village,,42.00028,26.08278
 Браничево, village,,43.68194,27.08667
 Братан, village,,42.98611,26.34361
 Братаница, village,,42.16556,24.21750
 Братово, village,,42.50528,27.30444
 Братово, village,,43.17972,26.41194
 Братушково, village,,42.82917,22.97611
 Братя Даскалови, village,,42.29750,25.21000
 Братя Кунчеви, village,,42.49889,25.85194
 Брегаре, village,,43.59611,24.33194
 Брегово, village,,41.43000,25.35000
 Брежана, village,,41.48944,25.22333
 Брежани, village,,41.86361,23.18694
 Брежниците, village,,42.80333,25.51500
 Брезе, village,,41.72139,24.51361
 Брезе, village,,43.03306,23.19667
 Брезен, village,,41.63278,25.22667
 Брезница, village,,41.67306,23.66056
 Брезовдол, village,,42.96917,23.50444
 Брезово, village,,42.92861,26.01139
 Бреница, village,,43.42972,24.12917
 Бреница, village,,43.89028,26.61583
 Брест, village,,43.64333,24.59111
 Брестак, village,,43.46000,27.53611
 Брестака, village,,42.60583,23.91917
 Бресте, village,,43.25944,24.00194
 Брестник, village,,42.05389,24.76667
 Брестница, village,,43.88167,27.57111
 Брестница, village,,43.06944,24.19639
 Брестова, village,,42.66278,25.74111
 Брестовене, village,,43.75806,26.59556
 Брестовец, village,,43.35611,24.60417
 Брестовица, village,,42.07944,24.59167
 Брестовица, village,,43.53528,25.75306
 Брестово, village,,41.83278,23.00000
 Брестово, village,,43.13583,24.93028
 Брод, village,,42.04583,25.67944
 Брош, village,,41.64583,25.33222
 Брусен, village,,43.13667,23.74833
 Брусен, village,,42.89917,24.11278
 Брусино, village,,41.51056,25.93667
 Брънеците, village,,42.90278,25.35917
 Бръчковци, village,,42.92944,25.80556
 Бръшлен, village,,43.99611,26.36778
 Бръшлян, village,,42.04639,27.42778
 Бръшляница, village,,43.54472,24.73194
 Бръщен, village,,41.55972,24.09056
 Бряговец, village,,41.64694,25.78722
 Бряговица, village,,43.19306,25.88611
 Брягово, village,,41.98389,25.17639
 Брягово, village,,41.91417,25.78167
 Бряст, village,,42.10611,25.58694
 Брястовец, village,,42.67222,27.46472
 Брястово, village,,42.52556,25.93083
 Брястово, village,,41.92472,25.31944
 Бубино, village,,41.55861,25.81278
 Бузовград, village,,42.58194,25.36861
 Бузяковци, village,,42.53500,23.80639
 Буйновица, village,,43.59139,26.94500
 Буйново, village,,41.55944,24.31167
 Буйново, village,,43.37750,26.75611
 Буйновци, village,,42.86944,25.89444
 Бук, village,,41.34639,25.55139
 Букак, village,,43.05278,26.17000
 Буката, village,,41.49528,24.65417
 Букаците, village,,41.47056,24.73500
 Букова поляна, village,,41.53222,24.99889
 Буковец, village,,43.04778,25.48778
 Буковец, village,,43.35667,23.82944
 Буковец, village,,43.59667,22.97111
 Буковец, village,,42.93583,23.48972
 Буковлък, village,,43.44472,24.61417
 Буково, village,,41.70917,23.71361
 Буково, village,,41.94667,25.24556
 Буково, village,,41.50722,24.99611
 Букоровци, village,,42.98972,22.97083
 Булаир, village,,42.89722,27.44833
 Буново, village,,42.71583,23.93139
 Бунцево, village,,42.00278,23.71056
 Бураново, village,,42.09222,23.01556
 Бурево, village,,41.50250,25.13306
 Буря, village,,43.02889,25.31389
 Бусманци, village,,42.67556,23.43222
 Бутан, village,,43.65028,23.74778
 Бутово, village,,43.30139,25.22056
 Бутрева, village,,42.00556,23.80028
 Буховци, village,,43.31167,26.71056
 Бучин проход, village,,42.97361,23.13833
 Бучино, village,,42.04778,22.99167
 Бучуковци, village,,42.91750,25.44556
 Бъдеще, village,,42.31250,25.67861
 Бъзовец, village,,43.50306,25.88111
 Бъзовец, village,,43.63194,23.55306
 Бъзън, village,,43.73639,26.10806
 Българаново, village,,43.02333,26.49361
 Българене, village,,43.44056,25.07750
 Българене, village,,43.04500,24.76667
 Българене, village,,42.25000,25.90889
 Българи, village,,42.93444,24.91028
 Българин, village,,41.95694,25.95333
 Българка, village,,44.02250,27.32750
 Българска поляна, village,,42.02944,26.19917
 Български извор, village,,43.03694,24.28472
 Българско Сливово, village,,43.54500,25.30222
 Българчево, village,,42.02167,23.03556
 Бърдарево, village,,42.92222,27.60028
 Бърдарски геран, village,,43.54722,23.95222
 Бърдени, village,,42.87972,25.55139
 Бърдо, village,,42.56278,23.79861
 Бърдоква, village,,43.63278,26.79889
 Бърза река, village,,41.73028,25.38083
 Бързея, village,,41.34861,25.32389
 Бързина, village,,43.55417,23.71806
 Бързица, village,,43.07444,27.52722
 Бързия, village,,43.20000,23.16056
 Бъркач, village,,43.29278,24.44028
 Бъркачево, village,,43.40611,23.93028
 Бърложница, village,,42.84778,22.94194
 Бърля, village,,43.09917,22.98361
 Бърчево, village,,41.47056,24.82083
 Бъта, village,,42.44917,24.18444
 Бяга, village,,42.06667,24.37694
 Бял бряг, village,,43.05778,27.10583
 Бял извор, village,,41.54639,25.07306
 Бял извор, village,,42.15944,25.63944
 Бял кладенец, village,,42.30028,26.16444
 Бял кладенец, village,,41.64750,25.63194
 Бяла, village,,42.73000,26.18444
 Бяла вода, village,,42.16694,27.45750
 Бяла вода, village,,43.62889,25.04167
 Бяла паланка, village,,42.76222,26.09333
 Бяла поляна, village,,41.67944,25.62806
 Бяла река, village,,43.13306,25.20000
 Бяла река, village,,42.05750,25.26694
 Бяла река, village,,41.49278,24.81611
 Бяла река, village,,42.99583,26.76694
 Бялградец, village,,41.42028,25.91139
 Бялка, village,,41.67167,25.42000
 Бялково, village,,42.94417,25.27972
 Бялковци, village,,42.94583,26.00444
 Бяло поле, village,,42.16694,25.71694
 Вазово, village,,43.77528,26.81250
 Вакарел, village,,42.55833,23.70861
 Ваклиново, village,,41.59444,24.06278
 Ваксево, village,,42.16056,22.85500
 Валевци, village,,42.84000,25.08611
 Варана, village,,43.35389,25.21889
 Варвара, village,,42.15833,24.13306
 Вардим, village,,43.61278,25.46694
 Вардун, village,,43.13278,26.53000
 Варненци, village,,43.94194,26.61722
 Варник, village,,41.86750,26.51222
 Варовник, village,,42.21694,27.23333
 Васил Друмев, village,,43.24861,27.02694
 Васил Левски, village,,42.61694,24.90000
 Васил Левски, village,,43.93306,27.38306
 Васил Левски, village,,42.10750,25.77500
 Васил Левски, village,,43.26528,26.62528
 Василовци, village,,43.71694,23.13278
 Василовци, village,,42.94639,23.08083
 Васильово, village,,42.87861,24.39333
 Васково, village,,41.91694,26.19806
 Ведраре, village,,42.57444,24.87917
 Ведрово, village,,42.83278,26.98306
 Везенково, village,,42.85306,26.70611
 Векилски, village,,43.57083,27.38222
 Веленци, village,,42.87194,25.46194
 Велешани, village,,41.58167,25.25139
 Великан, village,,42.10444,25.45389
 Великденче, village,,41.45111,25.35139
 Великденче, village,,43.09583,26.38444
 Великово, village,,42.18667,25.80028
 Великовци, village,,43.03028,26.15306
 Велино, village,,43.41694,27.03278
 Велислав, village,,42.86583,26.76222
 Величка, village,,43.01361,26.61500
